ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4,arch
10036,Amoonguss,Rocky Helmet,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect,Lunala Balance
10036,Lunala,Power Herb,Shadow Shield,Fairy,Moongeist Beam,Meteor Beam,Trick Room,Wide Guard,Lunala Balance
10036,Urshifu-Rapid-Strike,Life Orb,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,Detect,Lunala Balance
10036,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Earthquake,Protect,Lunala Balance
10037,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Rain Dance,Tailwind,Kyogre Rain Offense
10037,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect,Kyogre Rain Offense
10037,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,U-turn,Kyogre Rain Offense
10037,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Rage Powder,Protect,Pollen Puff,Kyogre Rain Offense
10037,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Protect,Sacred Sword,Kyogre Rain Offense
10037,Archaludon,Assault Vest,Stamina,Grass,Body Press,Electro Shot,Draco Meteor,Flash Cannon,Kyogre Rain Offense
10038,Pelipper,Focus Sash,Drizzle,Ghost,Weather Ball,Hurricane,Protect,Wide Guard,Calyice Rain
10038,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,U-turn,Close Combat,Aqua Jet,Calyice Rain
10038,Amoonguss,Rocky Helmet,Regenerator,Dark,Rage Powder,Protect,Pollen Puff,Spore,Calyice Rain
10038,Gholdengo,Metal Coat,Good as Gold,Normal,Make It Rain,Protect,Nasty Plot,Shadow Ball,Calyice Rain
10038,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,Protect,Trick Room,High Horsepower,Calyice Rain
10038,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Taunt,Fake Out,Parting Shot,Calyice Rain
10039,Clefairy,Eviolite,Friend Guard,Water,Follow Me,Moonblast,Heal Pulse,Protect,Terapagos Ogerpon
10039,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Will-O-Wisp,Parting Shot,Terapagos Ogerpon
10039,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Ivy Cudgel,Follow Me,Terapagos Ogerpon
10039,Tornadus,Rocky Helmet,Prankster,Ghost,Protect,Tailwind,Taunt,Air Slash,Terapagos Ogerpon
10039,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Power Gem,Trick,Terapagos Ogerpon
10039,Terapagos,Covert Cloak,Tera Shift,Stellar,Protect,Calm Mind,Tera Starstorm,Earth Power,Terapagos Ogerpon
10040,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Follow Me,Trick Room,Helping Hand,Imprison,Calyshadow Psyspam
10040,Smeargle,Focus Sash,Own Tempo,Ghost,Follow Me,Wide Guard,Instruct,Spore,Calyshadow Psyspam
10040,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Taunt,Close Combat,Detect,Calyshadow Psyspam
10040,Murkrow,Covert Cloak,Prankster,Poison,Snarl,Tailwind,Quash,Rain Dance,Calyshadow Psyspam
10040,Calyrex-Shadow,Choice Specs,As One (Spectrier),Ghost,Astral Barrage,Expanding Force,Psyshock,Shadow Ball,Calyshadow Psyspam
10040,Regidrago,Dragon Fang,Dragon's Maw,Dragon,Dragon Energy,Protect,Earth Power,Dragon Pulse,Calyshadow Psyspam
10041,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Koraidon Balance
10041,Farigiraf,Sitrus Berry,Armor Tail,Fire,Psychic,Foul Play,Helping Hand,Trick Room,Koraidon Balance
10041,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Collision Course,Flare Blitz,Flame Charge,Protect,Koraidon Balance
10041,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Draco Meteor,Snarl,Koraidon Balance
10041,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Sludge Bomb,Rage Powder,Protect,Koraidon Balance
10041,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind,Koraidon Balance
10042,Gholdengo,Leftovers,Good as Gold,Water,Make It Rain,Shadow Ball,Nasty Plot,Protect,Terapagos Ogerpon
10042,Terapagos,Clear Amulet,Tera Shift,Stellar,Earth Power,Calm Mind,Protect,Tera Starstorm,Terapagos Ogerpon
10042,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt,Terapagos Ogerpon
10042,Clefairy,Eviolite,Friend Guard,Water,Moonblast,Follow Me,After You,Protect,Terapagos Ogerpon
10042,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Terapagos Ogerpon
10042,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Will-O-Wisp,Terapagos Ogerpon
10043,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Calyice Slow Offense
10043,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Protect,Trick Room,Calyice Slow Offense
10043,Mienshao,Focus Sash,Inner Focus,Fighting,Close Combat,Feint,Wide Guard,Fake Out,Calyice Slow Offense
10043,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Helping Hand,Trick Room,Calyice Slow Offense
10043,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Trick,Thunderbolt,Calyice Slow Offense
10043,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Protect,Blood Moon,Calyice Slow Offense
10044,Walking Wake,Assault Vest,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Breaking Swipe,Snarl,Calyice Slow Offense
10044,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Hyper Voice,Protect,Calyice Slow Offense
10044,Amoonguss,Sitrus Berry,Regenerator,Fairy,Pollen Puff,Rage Powder,Clear Smog,Spore,Calyice Slow Offense
10044,Farigiraf,Throat Spray,Armor Tail,Grass,Psychic,Hyper Voice,Trick Room,Protect,Calyice Slow Offense
10044,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Protect,Trick Room,High Horsepower,Glacial Lance,Calyice Slow Offense
10044,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Will-O-Wisp,Fake Out,Parting Shot,Calyice Slow Offense
10045,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder,Koraidon Offense
10045,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Icy Wind,Sunny Day,Tailwind,Koraidon Offense
10045,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl,Koraidon Offense
10045,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Taunt,Koraidon Offense
10045,Koraidon,Clear Amulet,Orichalcum Pulse,Fire,Protect,Collision Course,Flame Charge,Flare Blitz,Koraidon Offense
10045,Raging Bolt,Assault Vest,Protosynthesis,Water,Draco Meteor,Thunderclap,Weather Ball,Electroweb,Koraidon Offense
10046,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Aqua Jet,Protect,Surging Strikes,Close Combat,Terapagos FWG
10046,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Rage Powder,Spore,Pollen Puff,Terapagos FWG
10046,Terapagos,Leftovers,Tera Shift,Stellar,Protect,Earth Power,Calm Mind,Tera Starstorm,Terapagos FWG
10046,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Fake Out,Parting Shot,Terapagos FWG
10046,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Terapagos FWG
10046,Tornadus,Rocky Helmet,Prankster,Flying,Tailwind,Rain Dance,Protect,Bleakwind Storm,Terapagos FWG
10047,Regieleki,Covert Cloak,Transistor,Grass,Thunderbolt,Electroweb,Protect,Tera Blast,NA
10047,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl,NA
10047,Farigiraf,Safety Goggles,Armor Tail,Water,Dazzling Gleam,Protect,Psychic,Trick Room,NA
10047,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Follow Me,Spiky Shield,Power Whip,NA
10047,Mienshao,Focus Sash,Inner Focus,Steel,Close Combat,Wide Guard,Fake Out,Feint,NA
10047,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,Protect,Trick Room,High Horsepower,NA
10048,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Offense
10048,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Sludge Bomb,Rage Powder,Protect,Calyshadow Offense
10048,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyshadow Offense
10048,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Detect,Calyshadow Offense
10048,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Calm Mind,Thunderclap,Dragon Pulse,Calyshadow Offense
10048,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Flare Blitz,Fake Out,Parting Shot,Calyshadow Offense
10049,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Close Combat,U-turn,Ice Spinner,Calyshadow Hyperoffense
10049,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Taunt,Calyshadow Hyperoffense
10049,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Dazzling Gleam,Psychic,Helping Hand,Trick Room,Calyshadow Hyperoffense
10049,Smeargle,Focus Sash,Own Tempo,Ground,Spore,Follow Me,Feint,Wide Guard,Calyshadow Hyperoffense
10049,Kingambit,Assault Vest,Defiant,Flying,Kowtow Cleave,Sucker Punch,Iron Head,Low Kick,Calyshadow Hyperoffense
10049,Calyrex-Shadow,Choice Specs,As One (Spectrier),Ghost,Expanding Force,Psychic,Leaf Storm,Astral Barrage,Calyshadow Hyperoffense
10050,Comfey,Sitrus Berry,Triage,Steel,Draining Kiss,Floral Healing,Taunt,Encore,Terapagos FWG
10050,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,Terapagos FWG
10050,Rillaboom,Assault Vest,Grassy Surge,Water,Grassy Glide,Wood Hammer,Fake Out,U-turn,Terapagos FWG
10050,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Terapagos FWG
10050,Terapagos,Leftovers,Tera Shift,Stellar,Protect,Tera Starstorm,Dark Pulse,Calm Mind,Terapagos FWG
10050,Sableye,Light Clay,Prankster,Poison,Foul Play,Reflect,Light Screen,Quash,Terapagos FWG
10051,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Trick Room,Glacial Lance,Protect,High Horsepower,Calyice Balanced
10051,Amoonguss,Sitrus Berry,Regenerator,Dark,Sludge Bomb,Protect,Spore,Rage Powder,Calyice Balanced
10051,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Calyice Balanced
10051,Landorus,Life Orb,Sheer Force,Water,Sandsear Storm,Nasty Plot,Sludge Bomb,Protect,Calyice Balanced
10051,Pelipper,Focus Sash,Drizzle,Ghost,Wide Guard,Tailwind,Hurricane,Protect,Calyice Balanced
10051,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Will-O-Wisp,Fake Out,Parting Shot,Calyice Balanced
10052,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Protect,Pollen Puff,Calyice Slow Offense
10052,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Protect,Trick Room,High Horsepower,Glacial Lance,Calyice Slow Offense
10052,Torkoal,Charcoal,Drought,Fire,Weather Ball,Solar Beam,Eruption,Heat Wave,Calyice Slow Offense
10052,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Protect,Earth Power,Hyper Voice,Blood Moon,Calyice Slow Offense
10052,Gothitelle,Sitrus Berry,Shadow Tag,Dark,Fake Out,Taunt,Trick Room,Psychic,Calyice Slow Offense
10052,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Close Combat,Sucker Punch,Calyice Slow Offense
10053,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect,Calyice Balanced
10053,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Helping Hand,Tera Blast,Foul Play,Trick Room,Calyice Balanced
10053,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Follow Me,Superpower,Spiky Shield,Calyice Balanced
10053,Pelipper,Life Orb,Drizzle,Grass,Weather Ball,Hurricane,Protect,Wide Guard,Calyice Balanced
10053,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,High Horsepower,Protect,Trick Room,Calyice Balanced
10053,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Parting Shot,Taunt,Calyice Balanced
10054,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,Protect,Calyshadow Offense
10054,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderbolt,Thunderclap,Dragon Pulse,Protect,Calyshadow Offense
10054,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off,Calyshadow Offense
10054,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,Calyshadow Offense
10054,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Shadow Ball,Psyshock,Protect,Calyshadow Offense
10054,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Tailwind,Rain Dance,Scary Face,Calyshadow Offense
10055,Zamazenta,Rusted Shield,Dauntless Shield,Water,Iron Head,Body Press,Iron Defense,Protect,Zamazenta FWG
10055,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Zamazenta FWG
10055,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Shadow Ball,Dazzling Gleam,Icy Wind,Protect,Zamazenta FWG
10055,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,Zamazenta FWG
10055,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect,Zamazenta FWG
10055,Pelipper,Focus Sash,Drizzle,Stellar,Weather Ball,Hurricane,Wide Guard,Protect,Zamazenta FWG
10056,Incineroar,Safety Goggles,Intimidate,Water,Flare Blitz,Taunt,Parting Shot,Fake Out,Calyshadow Hyperoffense
10056,Calyrex-Shadow,Focus Sash,As One (Spectrier),Grass,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Hyperoffense
10056,Glimmora,Power Herb,Toxic Debris,Water,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Calyshadow Hyperoffense
10056,Urshifu,Black Glasses,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Calyshadow Hyperoffense
10056,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Calyshadow Hyperoffense
10056,Whimsicott,Covert Cloak,Prankster,Dark,Moonblast,Tailwind,Encore,Helping Hand,Calyshadow Hyperoffense
10057,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Sacred Sword,Sucker Punch,Icicle Crash,NA
10057,Kyogre,Choice Specs,Drizzle,Water,Origin Pulse,Thunder,Water Spout,Ice Beam,NA
10057,Rillaboom,Miracle Seed,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out,NA
10057,Archaludon,Assault Vest,Stamina,Fairy,Flash Cannon,Draco Meteor,Electro Shot,Body Press,NA
10057,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Taunt,Protect,Icy Wind,NA
10057,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Icy Wind,Taunt,NA
10058,Clefairy,Eviolite,Friend Guard,Grass,Follow Me,Helping Hand,After You,Life Dew,Calyshadow Setup
10058,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Fake Out,Taunt,Parting Shot,Calyshadow Setup
10058,Raging Bolt,Assault Vest,Protosynthesis,Normal,Thunderclap,Electroweb,Volt Switch,Draco Meteor,Calyshadow Setup
10058,Pelipper,Covert Cloak,Drizzle,Steel,Weather Ball,Wide Guard,Hurricane,Helping Hand,Calyshadow Setup
10058,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Calyshadow Setup
10058,Calyrex-Shadow,Focus Sash,As One (Spectrier),Ghost,Astral Barrage,Psyshock,Nasty Plot,Protect,Calyshadow Setup
10059,Incineroar,Covert Cloak,Intimidate,Fairy,Flare Blitz,Fake Out,Parting Shot,Knock Off,Calyice Slow Offense
10059,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Calyice Slow Offense
10059,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,Trick Room,Stomping Tantrum,Protect,Calyice Slow Offense
10059,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Grass,Surging Strikes,Close Combat,Aqua Jet,Protect,Calyice Slow Offense
10059,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderbolt,Protect,Thunderclap,Dragon Pulse,Calyice Slow Offense
10059,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Wood Hammer,Follow Me,Calyice Slow Offense
10060,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Thunderbolt,Snarl,Draco Meteor,Calyice Rain
10060,Amoonguss,Rocky Helmet,Regenerator,Dark,Rage Powder,Spore,Pollen Puff,Protect,Calyice Rain
10060,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Glacial Lance,Protect,Trick Room,High Horsepower,Calyice Rain
10060,Incineroar,Safety Goggles,Intimidate,Ghost,Taunt,Knock Off,Parting Shot,Fake Out,Calyice Rain
10060,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Coaching,Calyice Rain
10060,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Protect,Weather Ball,Wide Guard,Calyice Rain
10061,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Taunt,Parting Shot,Calyice Rain
10061,Farigiraf,Sitrus Berry,Armor Tail,Water,Trick Room,Helping Hand,Psychic,Foul Play,Calyice Rain
10061,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Protect,Glacial Lance,High Horsepower,Trick Room,Calyice Rain
10061,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Coaching,U-turn,Close Combat,Surging Strikes,Calyice Rain
10061,Pelipper,Focus Sash,Drizzle,Ghost,Protect,Weather Ball,Hurricane,Wide Guard,Calyice Rain
10061,Amoonguss,Rocky Helmet,Regenerator,Fairy,Protect,Pollen Puff,Rage Powder,Spore,Calyice Rain
10062,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Taunt,Knock Off,Calyice Rain
10062,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,U-turn,Close Combat,Aqua Jet,Calyice Rain
10062,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Wide Guard,Protect,Calyice Rain
10062,Amoonguss,Sitrus Berry,Regenerator,Dark,Pollen Puff,Spore,Rage Powder,Protect,Calyice Rain
10062,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Snarl,Draco Meteor,Thunderbolt,Calyice Rain
10062,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,High Horsepower,Trick Room,Protect,Calyice Rain
10063,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot,Calyice Rain
10063,Pelipper,Covert Cloak,Drizzle,Grass,Weather Ball,Tailwind,Helping Hand,Wide Guard,Calyice Rain
10063,Urshifu-Rapid-Strike,Focus Sash,Unseen Fist,Water,Protect,Surging Strikes,Close Combat,Aqua Jet,Calyice Rain
10063,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Protect,Glacial Lance,High Horsepower,Trick Room,Calyice Rain
10063,Amoonguss,Sitrus Berry,Regenerator,Dark,Protect,Pollen Puff,Spore,Rage Powder,Calyice Rain
10063,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Draco Meteor,Thunderclap,Snarl,Calyice Rain
10064,Incineroar,Shuca Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,NA
10064,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn,NA
10064,Lugia,Covert Cloak,Multiscale,Fairy,Aeroblast,Earth Power,Calm Mind,Protect,NA
10064,Annihilape,Safety Goggles,Defiant,Water,Bulk Up,Drain Punch,Rage Fist,Protect,NA
10064,Comfey,Sitrus Berry,Triage,Steel,Protect,Draining Kiss,Floral Healing,Trick Room,NA
10064,Sableye,Light Clay,Prankster,Steel,Reflect,Light Screen,Will-O-Wisp,Taunt,NA
10065,Rillaboom,Assault Vest,Grassy Surge,Water,Grassy Glide,Wood Hammer,Fake Out,U-turn,NA
10065,Calyrex-Ice,Clear Amulet,As One (Glastrier),Water,Protect,Glacial Lance,High Horsepower,Trick Room,NA
10065,Pelipper,Sitrus Berry,Drizzle,Poison,Hurricane,Weather Ball,Helping Hand,Wide Guard,NA
10065,Porygon2,Eviolite,Download,Fairy,Tera Blast,Shadow Ball,Trick Room,Recover,NA
10065,Kingdra,Life Orb,Swift Swim,Steel,Protect,Scald,Draco Meteor,Yawn,NA
10065,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Grassy Glide,Focus Energy,NA
10066,Indeedee-F,Safety Goggles,Psychic Surge,Fairy,Helping Hand,Follow Me,Trick Room,Dazzling Gleam,NA
10066,Gholdengo,Leftovers,Good as Gold,Water,Make It Rain,Shadow Ball,Nasty Plot,Protect,NA
10066,Terapagos,Power Herb,Tera Shift,Stellar,Meteor Beam,Earth Power,Protect,Tera Starstorm,NA
10066,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,NA
10066,Gallade,Clear Amulet,Sharpness,Grass,Sacred Sword,Psycho Cut,Trick Room,Wide Guard,NA
10066,Scream Tail,Booster Energy,Protosynthesis,Grass,Dazzling Gleam,Disable,Encore,Protect,NA
10067,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Will-O-Wisp,Knock Off,Parting Shot,Miraidon Toolbox
10067,Pelipper,Rocky Helmet,Drizzle,Grass,Wide Guard,Hurricane,Weather Ball,Helping Hand,Miraidon Toolbox
10067,Iron Hands,Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Volt Switch,Fake Out,Miraidon Toolbox
10067,Iron Jugulis,Covert Cloak,Quark Drive,Poison,Hurricane,Snarl,Tailwind,Taunt,Miraidon Toolbox
10067,Iron Boulder,Clear Amulet,Quark Drive,Grass,Mighty Cleave,Close Combat,Swords Dance,Protect,Miraidon Toolbox
10067,Miraidon,Leftovers,Hadron Engine,Fairy,Protect,Electro Drift,Dragon Pulse,Calm Mind,Miraidon Toolbox
10068,Incineroar,Safety Goggles,Intimidate,Water,Knock Off,Will-O-Wisp,Parting Shot,Fake Out,Calyice Rain
10068,Pelipper,Focus Sash,Drizzle,Stellar,Hurricane,Weather Ball,Wide Guard,Protect,Calyice Rain
10068,Calyrex-Ice,Clear Amulet,As One (Glastrier),Grass,Glacial Lance,Close Combat,Trick Room,Protect,Calyice Rain
10068,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Ghost,Surging Strikes,Close Combat,U-turn,Aqua Jet,Calyice Rain
10068,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Draco Meteor,Volt Switch,Snarl,Calyice Rain
10068,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect,Calyice Rain
10069,Urshifu,Choice Scarf,Unseen Fist,Dark,Wicked Blow,Close Combat,U-turn,Sucker Punch,Kyogre Hyper Offense
10069,Tornadus,Focus Sash,Prankster,Flying,Bleakwind Storm,Taunt,Tailwind,Protect,Kyogre Hyper Offense
10069,Kyogre,Choice Specs,Drizzle,Water,Water Spout,Origin Pulse,Ice Beam,Tera Blast,Kyogre Hyper Offense
10069,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Kyogre Hyper Offense
10069,Indeedee-F,Safety Goggles,Psychic Surge,Water,Shadow Ball,Follow Me,Helping Hand,Protect,Kyogre Hyper Offense
10069,Raging Bolt,Life Orb,Protosynthesis,Electric,Thunder,Draco Meteor,Thunderclap,Protect,Kyogre Hyper Offense
10070,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,U-turn,Kyogre Rain Offense
10070,Tsareena,Wide Lens,Queenly Majesty,Steel,Power Whip,Triple Axel,Helping Hand,Taunt,Kyogre Rain Offense
10070,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Taunt,Icy Wind,Moonblast,Protect,Kyogre Rain Offense
10070,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Rain Dance,Taunt,Hurricane,Kyogre Rain Offense
10070,Kyogre,Mystic Water,Drizzle,Grass,Water Spout,Origin Pulse,Ice Beam,Protect,Kyogre Rain Offense
